,Destination latitude( deg N ),Destination longitudes( deg E ),Distance,Fare,Starting latitude( deg N),Starting longitude( deg E ),Timestamp,Total luggage weight,Traffic stuck time,Vehicle type,Wait time
8025,13.135308,80.217678,46,32.7,13.168578,80.140955,2016-02-07 20:18:09,,18,mini bus,
8026,22.542046,88.384112,46,47.05,22.541725,88.437597,2016-01-25 16:31:46,,62,Ac Bus,
8027,13.192613,80.20535,45,37.14,13.034313,80.254485,2015-01-08 20:47:22,,50,AC bus,
8028,22.523469,88.382063,33,55.4,22.665001,88.415507,2015-12-04 00:13:34,,5,AC bus,
8029,28.650149,77.200698,36,771.44,28.599344,77.021157,2015-09-16 21:29:45,,11,Auto rickshaw,
8030,13.105313,80.136721,18,40.8,13.071691,80.23672,2016-09-17 23:15:10,,31,mini Bus,
8031,12.911155,80.15348,44,33.33,12.949349,80.239752,2016-11-04 08:16:08,,40,metro,
8032,22.734793,88.419627,36,435.5,22.556428,88.45005,2015-07-17 17:42:30,14.0,0,taxi Non Ac,10.0
8033,28.668267,77.076837,39,98.6,28.732982,77.0564,2016-11-20 22:56:35,,23,Mini Bus,
8034,25.379193,82.975923,24,75.33,25.265557,83.004729,2015-06-20 03:14:16,,44,AC bus,
8035,12.960321,77.488735,29,40.66,12.90529,77.528765,2016-02-24 19:38:47,,18,Mini bus,
8036,22.702503,88.400911,49,42.56,22.663614,88.379907,2015-03-23 07:53:02,,60,Mini bus,
8037,28.568192,77.053044,33,92.33,28.672703,77.045694,2016-11-07 13:22:03,,4,ac bus,
8038,13.016132,77.651693,49,41.61,13.130939,77.644019,2015-06-04 09:40:35,,91,ac bus,
8039,28.765626,77.148405,47,1089.92,28.729207,77.202027,2015-06-25 05:15:07,3.0,57,taxi Non Ac,7.0
8040,28.609304,77.011366,21,100.0,28.560995,77.05654,2015-04-18 22:58:15,,3,ac bus,
8041,25.34528,82.982555,19,361.91,25.327884,82.986788,2015-02-06 02:46:10,,18,Auto Rickshaw,
8042,12.93925,77.547275,38,432.44,13.016722,77.694607,2016-10-04 22:29:29,18.0,5,taxi non Ac,11.0
8043,22.702059,88.451473,13,104.0,22.67181,88.446667,2016-05-03 20:37:31,,20,auto rickshaw,
8044,12.857139,77.69042,49,38.96,13.13317,77.680473,2016-05-27 07:04:14,,93,Metro,
8045,28.585324,77.070791,33,495.0,28.713931,77.0674,2015-05-11 10:39:00,,54,Auto Rickshaw,
8046,13.134058,80.251253,38,46.42,13.027643,80.22776,2015-02-24 04:33:04,,32,Mini bus,
8047,25.281216,82.984984,39,98.6,25.309474,82.987555,2016-04-23 22:28:31,,73,mini Bus,
8048,25.360774,83.016629,17,449.0,25.319985,82.964125,2016-12-02 11:29:18,30.0,27,Taxi AC,17.0
8049,28.654392,76.967019,15,55.0,28.74688,77.037685,2015-02-13 08:51:51,,21,bus,
8050,28.696669,77.050485,45,70.83,28.615103,77.079578,2015-03-14 22:26:09,,37,metro,
8051,28.587159,76.960437,24,550.92,28.679091,77.090627,2015-01-28 06:02:23,6.0,25,taxi Non Ac,3.0
8052,22.693836,88.38084,29,47.84,22.480691,88.415293,2015-09-08 00:18:12,,15,Mini bus,
8053,22.551235,88.392151,12,96.0,22.458273,88.401611,2016-09-04 15:21:53,,12,auto rickshaw,
8054,22.58358,88.40301,34,417.0,22.454226,88.40804,2015-08-11 16:21:13,17.0,12,Taxi Non AC,9.0
8055,22.515069,88.405594,44,41.67,22.464184,88.406053,2015-03-07 06:04:52,,37,Metro,
8056,22.525729,88.440741,8,64.0,22.509984,88.433364,2016-04-23 11:53:14,,3,Auto rickshaw,
8057,13.004798,80.186445,43,471.68,13.057132,80.164302,2015-12-03 08:44:22,22.0,40,Taxi non ac,3.0
8058,19.04,72.86154,28,62.27,19.117013,72.878842,2016-05-28 20:30:35,,16,Mini Bus,
8059,12.870034,77.641002,35,46.44,13.116123,77.601333,2015-02-09 08:15:09,,52,Mini Bus,
8060,19.097353,72.84342,44,55.55,19.21736,72.851951,2015-03-11 16:53:14,,41,metro,
8061,13.025128,77.495493,17,183.6,13.128523,77.485285,2015-01-20 11:28:09,24.0,12,Taxi Non AC,15.0
8062,28.560991,77.070893,25,77.22,28.706756,76.98588,2015-07-26 21:26:12,,48,Ac Bus,
8063,19.214956,72.845914,41,58.53,19.016181,72.871541,2015-12-15 16:14:21,,59,ac bus,
8064,22.492838,88.402411,43,712.14,22.73346,88.38432,2016-09-21 04:53:19,25.0,48,taxi ac,2.0
8065,28.746443,77.203679,29,79.73,28.656492,77.225057,2015-11-27 03:44:34,,6,Mini bus,
8066,19.150198,72.837028,40,808.8,19.193992,72.87939,2016-07-28 14:55:26,5.0,47,taxi ac,7.0
8067,12.941053,80.251139,10,12.0,12.900911,80.232519,2015-04-21 13:31:42,,8,metro,
8068,28.747847,77.198226,30,86.67,28.640512,77.117945,2015-04-05 01:33:59,,9,ac bus,
8069,19.165351,72.883363,41,696.67,19.122689,72.848923,2016-12-13 10:58:28,1.0,45,Taxi non Ac,19.0
8070,22.619249,88.376331,23,26.31,22.60153,88.430403,2015-02-02 03:04:46,,45,metro,
8071,19.182918,72.86903,14,61.33,19.186798,72.836817,2016-11-01 18:08:05,,14,AC Bus,
8072,28.649256,77.039416,28,51.58,28.76219,76.988149,2015-01-21 09:58:43,,12,Metro,
8073,19.070035,72.856357,15,60.0,19.057312,72.883064,2016-03-21 00:26:50,,23,mini bus,
8074,25.355908,82.983383,16,304.77,25.362787,83.004578,2016-04-13 22:10:54,,28,AUTO RICKSHAW,
8075,28.692705,77.226908,40,995.0,28.650589,77.138998,2016-09-23 16:23:14,12.0,35,Taxi AC,3.0
8076,19.237739,72.859458,34,75.38,19.208426,72.867715,2016-05-02 12:57:54,,33,AC Bus,
8077,28.56226,77.208497,32,63.7,28.749299,77.063267,2016-08-12 18:09:32,,38,bus,
8078,12.953287,77.700409,46,34.74,12.926506,77.543005,2015-03-08 10:05:16,,59,mini bus,
8079,22.535559,88.394139,34,522.0,22.588508,88.411378,2015-12-19 15:03:26,28.0,51,taxi ac,6.0
8080,19.119598,72.87134,4,65.33,19.136079,72.879547,2016-04-28 15:09:58,26.0,2,Taxi non Ac,3.0
8081,25.282595,83.003099,32,685.73,25.342278,82.993856,2016-04-27 07:55:35,,44,AUTO RICKSHAW,
8082,22.595801,88.392779,30,48.97,22.590325,88.421154,2016-05-23 13:39:25,,38,mini Bus,
8083,13.067385,80.147544,25,34.65,13.000831,80.212475,2016-03-23 04:35:49,,28,Mini Bus,
8084,13.081573,80.172316,23,236.58,12.88847,80.161717,2016-11-15 21:17:09,,10,Auto Rickshaw,
8085,13.020075,77.524652,32,29.46,13.118498,77.545484,2015-06-02 08:12:52,,30,metro,
8086,28.586644,77.206579,31,88.55,28.765825,77.129153,2015-07-06 05:31:18,,15,ac bus,
8087,12.863995,77.69434,37,520.05,12.964691,77.580507,2016-12-12 21:00:23,28.0,25,taxi ac,17.0
8088,25.33476,83.00483,70,1178.6,25.309874,82.963957,2015-12-17 23:55:59,,76,AUTO RICKSHAW,
8089,22.587981,88.402742,30,416.9,22.598578,88.386507,2015-01-03 00:38:20,19.0,36,taxi non Ac,5.0
8090,25.304877,83.017097,12,65.0,25.360719,82.980644,2015-08-19 05:28:20,,19,mini bus,
8091,19.184069,72.84861,31,608.0,19.193196,72.868987,2015-08-09 19:39:28,20.0,7,Taxi AC,12.0
8092,22.694581,88.420205,31,398.58,22.718105,88.406655,2016-08-01 21:16:59,,26,AUTO RICKSHAW,
8093,19.119183,72.862692,49,61.11,19.024147,72.866822,2015-10-13 08:30:09,,49,Metro,
8094,13.131527,80.154665,36,370.29,13.117041,80.209724,2015-05-09 03:11:40,,52,Auto rickshaw,
8095,22.458631,88.405009,45,685.8,22.596953,88.424437,2016-09-05 15:15:01,22.0,49,taxi ac,17.0
8096,25.370115,83.002161,12,271.33,25.364228,82.965654,2015-10-03 05:30:30,3.0,2,taxi non ac,9.0
8097,22.671365,88.433694,44,537.0,22.63897,88.436925,2015-06-02 17:38:07,22.0,19,taxi non ac,2.0
8098,22.71885,88.387056,30,398.2,22.643529,88.440251,2015-04-03 01:38:08,17.0,2,taxi Non ac,5.0
8099,25.37878,82.963117,24,514.3,25.376555,83.024206,2016-04-01 02:59:14,,9,AUTO RICKSHAW,
8100,13.025831,77.525037,38,527.34,13.117014,77.596055,2016-07-19 07:28:11,14.0,28,Taxi AC,3.0
8101,28.604883,77.145548,49,1053.33,28.561806,77.065703,2015-01-10 14:44:17,25.0,75,Taxi non ac,16.0
8102,13.10035,80.180232,39,47.33,13.175392,80.148249,2015-02-18 11:42:41,,20,mini bus,
8103,19.238539,72.870718,38,786.4,19.105653,72.881588,2016-10-07 16:53:07,12.0,68,taxi ac,6.0
8104,25.36119,82.975731,30,450.0,25.32127,82.966944,2016-05-06 15:56:05,,18,auto rickshaw,
8105,12.909327,77.651461,7,47.6,12.881309,77.654238,2016-01-14 16:41:47,,12,Auto Rickshaw,
8106,22.655283,88.423513,34,36.51,22.481143,88.40974,2016-10-27 02:48:34,,6,Metro,
8107,22.606517,88.408124,46,43.33,22.604213,88.390719,2016-02-21 12:57:54,,71,Metro,
8108,12.986266,77.59983,17,30.88,12.863655,77.639528,2015-04-17 19:10:32,,32,bus,
8109,13.078161,77.479825,48,699.57,12.871868,77.617387,2015-10-19 22:46:18,22.0,91,taxi ac,7.0
8110,28.679167,77.169016,38,67.02,28.611135,77.218636,2016-06-05 04:21:41,,56,Metro,
8111,19.116332,72.845761,32,72.35,19.215877,72.835907,2015-06-20 10:34:37,,20,Ac Bus,
8112,13.065323,80.218527,27,24.02,12.933093,80.195655,2016-04-13 10:36:49,,10,metro,
8113,13.044847,77.561329,32,351.9,12.953985,77.658469,2015-08-04 20:38:33,12.0,56,taxi Non ac,7.0
8114,25.30886,82.984133,9,213.58,25.284651,82.983041,2015-02-12 22:54:50,30.0,14,Taxi Non AC,6.0
8115,28.618191,77.007679,40,76.29,28.726183,77.06082,2016-09-14 17:37:14,,23,Bus,
8116,12.867448,77.612214,19,33.72,12.844061,77.502524,2015-04-28 17:22:34,,5,bus,
8117,13.02335,77.656776,26,37.77,12.868821,77.639179,2016-03-26 23:24:50,,29,mini bus,
8118,25.321698,82.967561,38,73.15,25.315742,82.963828,2015-06-13 01:50:15,,74,Bus,
8119,19.254739,72.860969,41,709.33,19.191179,72.876046,2016-12-27 16:01:01,22.0,67,taxi Non ac,16.0
8120,12.909072,77.675827,40,51.25,12.979267,77.557112,2015-03-08 22:16:47,,31,Mini Bus,
8121,25.275322,83.004823,29,79.73,25.314753,82.994964,2015-01-24 17:21:40,,33,Mini bus,
8122,19.045324,72.860856,49,1001.6,19.079399,72.855229,2015-06-25 09:32:36,17.0,74,Taxi AC,5.0
8123,13.077114,77.667211,29,43.24,12.966443,77.60125,2016-06-18 08:54:45,,5,ac bus,
8124,22.687304,88.418385,28,34.44,22.664492,88.431372,2016-04-09 16:40:32,,12,Bus,
8125,13.017621,77.615543,35,267.75,13.118906,77.546493,2015-01-17 19:10:07,,8,auto rickshaw,
8126,28.753122,77.032519,43,1237.5,28.655167,77.108405,2016-05-28 21:38:04,29.0,81,taxi ac,15.0
8127,12.939407,77.617741,17,41.65,13.037297,77.670537,2015-03-26 04:50:23,,17,mini Bus,
8128,22.620858,88.381295,48,45.0,22.575914,88.438914,2016-01-20 12:26:34,,2,metro,
8129,19.033558,72.839925,41,601.33,19.029064,72.853401,2016-10-03 14:37:38,,30,AUTO RICKSHAW,
8130,12.986238,77.588483,48,698.44,12.95478,77.482462,2016-05-02 08:15:55,10.0,80,Taxi AC,16.0
8131,12.911057,80.211215,22,47.2,13.086547,80.256617,2015-06-24 03:02:21,,43,Mini bus,
8132,12.908552,77.64662,30,327.86,13.12497,77.607345,2016-09-21 06:46:45,,8,Auto rickshaw,
8133,13.099626,77.491298,42,543.66,12.893063,77.715615,2016-01-10 12:53:37,19.0,49,Taxi AC,12.0
8134,28.740246,77.004012,15,55.0,28.740385,77.106668,2015-08-27 12:41:35,,19,Bus,
8135,12.918884,77.494311,14,26.63,12.905855,77.471905,2015-01-08 11:18:48,,26,bus,
8136,19.230756,72.838027,37,603.33,19.245413,72.862696,2016-01-27 11:23:04,25.0,6,Taxi Non AC,14.0
8137,13.095014,80.146138,42,24.08,12.964478,80.251641,2016-03-04 05:22:07,,30,Bus,
8138,22.557236,88.441951,16,21.0,22.475194,88.413143,2015-06-23 02:34:32,,21,Metro,
8139,19.212175,72.880221,15,44.0,19.127244,72.862665,2016-05-22 15:10:42,,24,Bus,
8140,28.613534,77.194303,36,92.94,28.590859,77.091024,2016-06-25 00:03:09,,16,mini bus,
8141,28.706788,76.969282,35,750.02,28.640385,77.149884,2016-08-19 03:26:44,,8,Auto rickshaw,
8142,13.053601,77.685622,33,33.29,12.924519,77.571891,2016-03-27 14:02:03,,55,Bus,
8143,28.566495,77.005448,39,1085.7,28.721379,77.225654,2016-08-02 21:23:18,25.0,53,Taxi AC,1.0
8144,22.609008,88.438869,20,25.0,22.549869,88.446025,2016-12-28 13:00:19,,21,metro,
8145,13.007015,77.712501,44,603.07,12.904781,77.588569,2016-05-19 06:52:36,11.0,18,taxi ac,4.0
8146,19.04233,72.861576,13,247.87,19.128519,72.842147,2016-11-27 04:29:53,20.0,18,Taxi Non AC,11.0
8147,28.720966,76.995942,35,872.0,28.598745,77.142171,2015-08-03 09:52:11,27.0,19,taxi ac,16.0
8148,22.716638,88.379936,45,42.5,22.703226,88.387639,2015-09-28 01:25:21,,81,metro,
8149,25.345535,82.979061,12,70.0,25.37344,82.979185,2015-04-16 12:50:24,,23,AC Bus,
8150,28.748647,77.04944,35,68.42,28.691985,76.980248,2015-07-25 11:13:45,,17,bus,
8151,22.498354,88.418887,11,26.33,22.543769,88.429023,2015-07-27 09:15:10,,6,Bus,
8152,12.933431,80.244279,35,360.01,12.887647,80.226855,2016-10-07 08:50:40,,3,Auto Rickshaw,
8153,25.301987,82.969598,27,81.0,25.29064,82.989492,2016-10-10 19:27:01,,39,AC Bus,
8154,19.042594,72.881999,49,61.11,19.077911,72.875113,2016-02-17 11:53:43,,88,Metro,
8155,28.665986,77.053363,38,948.0,28.64585,77.209178,2016-04-05 17:49:09,22.0,30,Taxi AC,9.0
8156,12.949798,77.595586,34,45.47,12.899708,77.473792,2015-11-03 13:03:07,,13,mini bus,
8157,13.091256,77.535201,37,50.94,12.890943,77.540527,2016-01-13 15:46:15,,59,Ac Bus,
8158,19.017613,72.880029,38,77.37,19.033094,72.852234,2016-10-27 02:19:56,,10,mini bus,
8159,12.857556,77.626575,38,437.58,13.084333,77.473883,2016-05-26 04:11:05,15.0,17,Taxi Non AC,10.0
8160,19.014115,72.876024,40,685.73,19.252421,72.856644,2015-11-01 03:22:11,,66,Auto rickshaw,
8161,25.367849,83.008558,13,173.33,25.372528,83.005376,2015-10-25 20:18:48,,12,Auto rickshaw,
8162,13.035237,80.14661,15,96.0,13.040819,80.172451,2016-11-09 09:12:45,,0,AUTO RICKSHAW,
8163,19.126549,72.85541,12,37.33,19.053478,72.850359,2016-05-24 23:35:35,,0,bus,
8164,12.930266,77.469105,38,49.32,13.124964,77.647417,2016-09-20 10:41:13,,45,mini Bus,
8165,19.218077,72.849769,17,29.33,19.099702,72.849793,2015-11-22 23:22:42,,31,metro,
8166,19.099275,72.837371,8,17.33,19.104045,72.882316,2015-06-07 17:29:53,,5,Metro,
8167,19.193474,72.876686,45,56.66,19.251365,72.861674,2016-06-15 18:14:25,,39,metro,
8168,25.320004,83.009067,49,56.31,25.386803,82.98789,2015-05-14 15:56:56,,56,bus,
8169,12.945379,77.467479,36,275.4,12.926965,77.593502,2016-09-24 20:57:39,,57,Auto rickshaw,
8170,12.921652,77.630319,28,26.31,12.951952,77.711005,2015-12-11 02:21:22,,33,metro,
8171,12.902089,77.662377,49,38.96,12.910219,77.509567,2016-10-17 05:42:02,,53,Metro,
8172,19.239414,72.844045,37,827.2,19.042075,72.836642,2016-05-10 00:39:21,19.0,43,taxi ac,12.0
8173,13.042361,77.634083,37,50.94,12.918024,77.469366,2016-12-06 23:32:49,,3,AC bus,
8174,22.629012,88.435136,38,488.58,22.644299,88.390531,2016-03-18 00:10:42,,32,Auto rickshaw,
8175,13.051804,80.214898,49,530.2,13.017897,80.253074,2016-10-03 05:54:54,11.0,25,taxi Non ac,7.0
8176,28.667589,77.122443,20,96.67,28.674212,77.108231,2015-01-15 11:46:34,,31,Ac Bus,
8177,13.186594,80.259109,48,519.2,12.956543,80.219281,2015-02-27 23:40:17,29.0,13,taxi non Ac,18.0
8178,25.335357,83.02404,44,1126.0,25.289742,82.99504,2016-07-03 20:05:25,17.0,58,taxi ac,15.0
8179,22.514024,88.446341,47,610.0,22.67989,88.387171,2015-10-01 16:37:11,8.0,85,taxi Non Ac,10.0
8180,25.278996,82.971068,31,465.0,25.365785,82.980575,2016-03-11 13:39:01,,54,AUTO RICKSHAW,
8181,13.094302,80.231061,26,187.2,13.053258,80.16811,2016-12-10 16:49:06,,43,AUTO RICKSHAW,
8182,25.280669,83.017837,9,222.0,25.304464,83.020968,2015-05-07 13:00:41,18.0,3,taxi ac,6.0
8183,12.964501,80.159045,43,584.5,13.15527,80.144249,2015-11-28 03:41:14,28.0,76,taxi ac,2.0
8184,25.352218,82.989621,48,55.44,25.349453,83.020755,2015-08-12 03:18:22,,42,bus,
8185,12.917517,80.147463,47,590.87,12.912388,80.22134,2016-04-06 08:35:21,,9,auto rickshaw,
8186,13.058997,77.476208,47,37.54,13.073476,77.658114,2016-05-10 08:42:24,,64,Metro,
8187,12.933008,77.624158,49,38.96,13.139604,77.643975,2015-04-04 05:59:37,,19,Metro,
8188,28.654461,77.211347,36,63.94,28.732455,77.142123,2016-08-11 03:37:35,,19,Metro,
8189,22.693374,88.388588,29,50.87,22.457002,88.444331,2015-10-06 00:39:37,,12,AC bus,
8190,28.731814,77.105554,40,105.55,28.669906,77.019309,2016-08-14 10:56:17,,37,AC bus,
8191,22.474364,88.387529,32,34.65,22.728909,88.436784,2016-08-12 23:37:20,,47,metro,
8192,28.744193,77.148563,49,70.94,28.591359,77.114281,2016-12-16 13:31:54,,21,Mini Bus,
8193,12.996495,77.575744,39,38.11,13.020482,77.482845,2015-06-11 01:30:19,,18,Bus,
8194,25.296585,82.982858,11,61.67,25.382467,82.998141,2016-12-21 05:05:07,,17,mini bus,
8195,19.225197,72.873685,37,52.38,19.230459,72.854484,2015-12-19 21:54:54,,27,metro,
8196,19.048,72.858919,15,250.0,19.104575,72.857895,2015-07-02 10:03:53,18.0,12,Taxi non ac,6.0
8197,12.95834,77.672286,35,31.82,13.003217,77.710284,2015-01-11 03:12:27,,60,Metro,
8198,19.108257,72.868635,19,70.67,19.020738,72.837199,2016-06-12 23:16:09,,37,Mini Bus,
8199,12.895864,77.660837,40,549.78,12.895134,77.557562,2015-05-05 03:04:56,28.0,8,taxi ac,15.0
8200,22.569871,88.437591,24,27.24,22.614214,88.399799,2016-05-03 09:20:10,,31,Metro,
8201,25.263695,82.964509,30,81.62,25.328773,82.969678,2015-11-11 00:53:36,,11,mini Bus,
8202,22.704975,88.414431,49,707.4,22.653117,88.390375,2016-05-16 18:04:04,4.0,1,taxi ac,5.0
8203,25.313808,82.983789,17,433.0,25.381906,82.979096,2016-11-11 11:40:39,30.0,16,taxi ac,12.0
8204,25.345098,83.000752,15,75.0,25.342373,83.009752,2015-09-12 06:13:14,,1,Mini Bus,
8205,25.294748,82.967765,37,972.0,25.306057,82.978659,2016-07-04 20:30:07,12.0,72,Taxi AC,15.0
8206,13.097847,80.167924,18,182.0,12.971684,80.221098,2015-09-07 14:33:26,2.0,17,Taxi Non AC,9.0
8207,12.934621,77.611624,24,38.42,12.852269,77.548193,2016-12-13 10:25:49,,9,AC bus,
8208,25.349554,83.015645,30,86.67,25.369199,82.97944,2015-08-19 08:23:06,,11,AC Bus,
8209,19.110067,72.862322,30,43.73,19.141613,72.838712,2016-11-15 09:28:42,,34,Metro,
8210,28.634335,76.974205,31,806.0,28.580337,77.099287,2016-10-01 12:45:57,22.0,50,Taxi AC,15.0
8211,19.21672,72.871963,27,501.6,19.078739,72.869225,2016-03-23 05:50:52,11.0,34,taxi non Ac,5.0
8212,22.61999,88.449342,12,39.0,22.631125,88.408312,2016-08-24 13:49:43,,15,Mini bus,
8213,25.311556,82.991378,15,319.17,25.363082,82.972062,2015-07-09 17:42:11,26.0,19,Taxi Non AC,7.0
8214,25.366642,83.019478,10,41.11,25.318644,82.990803,2015-02-06 19:14:19,,2,bus,
8215,12.97869,80.200126,29,298.29,13.104646,80.223414,2016-05-04 08:32:19,,15,auto rickshaw,
8216,13.13328,77.660964,46,40.0,12.89361,77.58494,2015-05-09 22:44:34,,15,ac bus,
8217,22.50881,88.388822,28,46.7,22.682193,88.406758,2015-02-25 04:49:16,,26,Mini bus,
8218,13.005333,80.258886,44,31.8,12.956397,80.231418,2015-01-19 16:04:47,,53,mini bus,
8219,22.50199,88.400188,30,52.0,22.649467,88.376525,2016-04-20 04:09:13,,37,AC Bus,
8220,28.680909,77.221408,49,76.39,28.59378,76.974637,2015-04-10 00:40:12,,82,metro,
8221,19.243705,72.869496,28,66.31,19.012069,72.87683,2015-07-23 14:22:57,,14,AC bus,
8222,19.027678,72.849149,30,43.73,19.190431,72.858406,2015-09-03 00:52:15,,28,metro,
8223,12.939287,77.621532,42,547.74,12.84641,77.523926,2015-05-08 15:56:25,13.0,65,taxi ac,4.0
8224,12.896661,77.578707,34,415.14,12.923058,77.618983,2015-07-24 23:46:31,3.0,64,taxi Non ac,11.0
8225,13.087181,77.503047,37,416.08,12.890591,77.693924,2015-05-09 02:35:14,11.0,1,Taxi Non AC,2.0
8226,28.736826,76.966366,45,825.0,28.712557,77.113896,2015-02-27 20:43:01,,55,Auto rickshaw,
8227,25.336168,83.022502,43,788.33,25.333893,83.011915,2015-01-24 11:05:58,,31,Auto rickshaw,
8228,28.597872,77.193394,43,1158.3,28.608536,77.211647,2016-10-03 07:38:36,3.0,12,taxi ac,12.0
8229,28.576307,77.186326,24,45.4,28.663355,77.062183,2015-12-03 19:21:34,,8,Metro,
8230,28.639448,77.110837,17,442.0,28.624646,77.217954,2015-03-04 14:23:56,9.0,33,Taxi AC,4.0
8231,28.571253,77.0721,33,87.28,28.72503,77.12646,2015-05-01 23:03:52,,12,Mini Bus,
8232,22.520415,88.398039,47,41.44,22.531169,88.393492,2016-03-24 07:02:24,,52,mini Bus,
8233,19.146213,72.882299,40,56.09,19.121227,72.850423,2015-09-17 10:33:14,,16,metro,
8234,12.915176,77.629753,17,181.9,12.844578,77.707489,2016-10-04 13:47:02,2.0,11,taxi non ac,12.0
8235,28.688669,77.215369,41,73.16,28.59302,76.962716,2016-06-25 21:52:20,,76,ac bus,
8236,19.23135,72.877663,35,76.89,19.123572,72.858456,2016-10-02 18:10:45,,17,AC Bus,
8237,25.30297,82.96262,40,830.0,25.346902,82.986801,2015-10-19 18:30:45,27.0,20,Taxi non Ac,19.0
8238,28.586789,77.064529,15,55.0,28.688818,77.093164,2016-06-13 04:08:55,,15,bus,
8239,25.348558,83.01146,43,1148.4,25.360282,83.001714,2015-08-09 23:43:44,22.0,1,taxi ac,14.0
8240,28.627412,77.170963,28,51.58,28.73577,77.036417,2015-11-13 01:11:24,,50,metro,
8241,28.584609,77.104136,31,62.13,28.581243,77.203391,2016-03-23 14:24:47,,22,bus,
8242,13.057774,80.211335,45,594.0,13.188731,80.170529,2016-02-06 02:02:17,27.0,32,taxi ac,16.0
8243,19.048362,72.883274,46,54.5,19.115323,72.85677,2015-10-11 21:00:33,,83,Mini Bus,
8244,25.342922,82.964516,24,75.33,25.298015,82.985027,2016-07-25 17:23:28,,33,Ac Bus,
8245,25.324055,82.971487,15,365.0,25.381998,82.988496,2016-09-28 16:02:56,5.0,5,taxi ac,3.0
8246,13.182129,80.201715,40,532.75,13.117354,80.233389,2016-06-08 03:52:03,19.0,46,Taxi AC,6.0
8247,12.913617,77.615357,12,23.8,12.888786,77.559872,2016-12-18 15:21:17,,3,bus,
8248,22.478599,88.445905,32,38.22,22.700564,88.392259,2015-09-24 17:07:25,,1,bus,
8249,13.159192,80.162574,20,268.22,13.150126,80.156599,2015-07-01 00:48:21,21.0,30,Taxi AC,1.0
8250,19.120763,72.845069,19,74.67,19.031733,72.837751,2016-03-06 06:09:44,,36,AC bus,
8251,,,46,34.67,,,2016-06-03 04:10:54,,75,Metro,
8252,25.297883,83.003653,49,1104.58,25.375346,83.023694,2016-04-14 03:38:43,17.0,15,Taxi Non AC,17.0
8253,13.001824,77.516562,43,497.89,12.972927,77.555523,2015-12-28 00:02:20,15.0,18,taxi non Ac,18.0
8254,19.174854,72.8684,32,68.31,19.17057,72.871715,2016-05-08 23:53:57,,17,Mini Bus,
8255,22.657124,88.392218,21,279.5,22.533792,88.43429,2016-07-27 18:56:54,1.0,40,Taxi non ac,18.0
8256,22.551515,88.381786,27,447.48,22.675988,88.435167,2015-04-01 05:57:02,29.0,29,Taxi AC,4.0
8257,22.567746,88.403792,24,342.65,22.577322,88.417355,2015-06-06 03:35:20,22.0,34,Taxi Non AC,16.0
8258,28.587263,77.125324,19,66.11,28.613287,76.987968,2015-05-28 10:15:21,,14,bus,
8259,28.751713,77.233201,23,345.0,28.687035,77.207246,2015-05-24 19:32:37,,25,AUTO RICKSHAW,
8260,19.017657,72.877972,38,53.62,19.240908,72.854274,2015-09-05 09:50:36,,23,metro,
8261,25.380738,82.987911,25,72.18,25.305155,83.012329,2016-12-08 09:00:06,,35,Mini bus,
8262,28.575469,77.018659,35,91.05,28.610099,77.211434,2016-03-14 17:21:54,,23,Mini bus,
8263,13.063451,77.627052,21,36.55,12.991741,77.527203,2016-05-17 06:56:02,,16,Bus,
8264,25.32519,82.968209,10,190.48,25.333316,82.997409,2015-08-21 01:31:34,,7,Auto Rickshaw,
8265,25.277498,83.004791,6,166.1,25.262225,82.975317,2016-03-05 22:23:33,26.0,1,taxi ac,9.0
8266,12.891818,77.478086,44,527.34,12.93334,77.612927,2016-08-24 01:36:32,24.0,56,Taxi non Ac,19.0
8267,19.218674,72.863554,45,942.88,19.044566,72.836734,2015-08-27 00:34:08,,14,Auto rickshaw,
8268,13.127026,80.165065,39,47.33,13.153757,80.183422,2015-07-27 21:01:34,,47,mini bus,
8269,12.97218,80.253841,27,38.88,13.159461,80.201946,2016-05-15 19:27:55,,43,ac bus,
8270,19.199246,72.843858,33,47.44,19.0125,72.84511,2015-11-23 06:32:40,,53,metro,
8271,12.877866,77.531479,35,490.88,13.019143,77.618222,2015-07-11 05:59:14,5.0,21,Taxi AC,17.0
8272,28.742885,77.175864,46,53.68,28.669041,77.201219,2016-07-05 10:52:03,,58,bus,
8273,13.106179,77.568617,28,39.7,12.950387,77.522647,2015-08-07 01:37:15,,25,mini Bus,
8274,13.111102,80.138027,32,40.99,12.963333,80.200469,2015-01-11 19:00:15,,14,Mini Bus,
8275,13.034983,77.467232,40,38.91,12.876987,77.601212,2016-04-14 00:58:59,,25,bus,
8276,22.642269,88.399838,31,33.73,22.713288,88.385274,2016-02-17 19:03:31,,49,Metro,
8277,13.068408,77.556115,32,29.46,13.050819,77.49514,2016-02-04 18:19:45,,33,metro,
8278,13.075039,80.239097,43,36.13,12.917618,80.190259,2016-04-07 05:18:32,,35,Ac Bus,
8279,13.199615,80.199267,40,517.97,12.896447,80.203269,2015-12-17 00:58:38,15.0,20,taxi ac,4.0
8280,19.017337,72.851405,37,684.2,19.198545,72.866856,2015-09-01 07:37:24,14.0,40,Taxi non Ac,8.0
8281,25.301173,82.995198,47,54.56,25.267931,82.968733,2015-11-25 17:17:18,,2,Bus,
