,FARE
9986,304.77
9987,1078.0
9988,287.13
9989,261.0
9990,33.39
9991,1073.83
9992,404.37
9993,34.27
9994,390.0
9995,689.33
9996,364.8
9997,75.95
9998,477.4
9999,267.88
10000,26.24
10001,349.72
10002,430.32
10003,714.0
10004,851.84
10005,308.58
10006,31.87
10007,94.22
10008,873.0
10009,33.15
10010,495.0
10011,32.0
10012,45.16
10013,43.41
10014,412.5
10015,492.1
10016,318.27
10017,50.96
10018,724.8
10019,52.38
10020,40.0
10021,431.2
10022,51.93
10023,55.55
10024,1042.8
10025,515.0
10026,184.58
10027,24.25
10028,208.8
10029,100.0
10030,384.0
10031,47.95
10032,52.22
10033,1021.45
10034,318.38
10035,1020.25
10036,360.0
10037,51.91
10038,73.87
10039,455.6
10040,98.0
10041,152.38
10042,252.0
10043,39.2
10044,557.15
10045,40.99
10046,60.85
10047,437.58
10048,44.51
10049,33.0
10050,365.93
10051,160.0
10052,37.6
10053,69.82
10054,207.1
10055,14.0
10056,32.0
10057,47.18
10058,563.2
10059,493.5
10060,817.5
10061,57.0
10062,77.37
10063,24.93
10064,481.44
10065,288.2
10066,56.0
10067,47.2
10068,28.47
10069,54.26
10070,35.33
10071,42.5
10072,39.18
10073,814.3
10074,42.94
10075,13.0
10076,56.0
10077,596.64
10078,267.43
10079,478.8
10080,565.0
10081,43.89
10082,330.0
10083,39.7
10084,461.97
10085,69.33
10086,19.2
10087,71.05
10088,36.32
10089,96.67
10090,35.62
10091,318.86
10092,24.76
10093,83.5
10094,56.67
10095,437.15
10096,495.0
10097,40.31
10098,92.33
10099,548.58
10100,32.35
10101,816.93
10102,569.17
10103,114.29
10104,28.53
10105,58.53
10106,466.0
10107,342.86
10108,57.33
10109,55.0
10110,48.36
10111,62.0
10112,501.6
10113,65.31
10114,46.33
10115,45.0
10116,497.15
10117,436.46
10118,707.16
10119,78.33
10120,40.0
10121,324.0
10122,35.11
10123,55.11
10124,56.0
10125,51.93
10126,77.84
10127,35.11
10128,193.6
10129,36.63
10130,51.11
10131,36.55
10132,318.91
10133,32.25
10134,33.31
10135,175.2
10136,390.0
10137,76.32
10138,549.78
10139,55.83
10140,137.15
10141,35.33
10142,98.33
10143,430.1
10144,57.26
10145,230.57
10146,205.04
10147,124.4
10148,44.32
10149,624.24
10150,1053.25
10151,325.55
10152,34.61
10153,427.0
10154,24.08
10155,432.4
10156,29.95
10157,244.8
10158,63.7
10159,577.5
10160,60.0
10161,620.0
10162,847.92
10163,360.0
10164,92.33
10165,31.0
10166,223.33
10167,173.5
10168,43.9
10169,41.67
10170,46.67
10171,303.6
10172,46.13
10173,294.25
10174,40.0
10175,44.97
10176,33.79
10177,398.31
10178,58.98
10179,65.31
10180,831.0
10181,639.76
10182,348.0
10183,89.76
10184,339.44
10185,32.09
10186,338.25
10187,318.24
10188,27.09
10189,921.8
10190,41.6
10191,27.83
10192,52.22
10193,29.07
10194,31.88
10195,424.29
10196,402.05
10197,162.6
10198,75.26
10199,66.11
10200,63.89
10201,211.2
10202,797.87
10203,44.67
10204,42.27
10205,430.1
10206,68.4
10207,30.69
10208,370.29
10209,247.87
10210,31.8
10211,23.78
10212,315.0
10213,374.34
10214,254.0
10215,155.83
10216,295.0
10217,89.16
10218,362.78
10219,401.0
10220,60.76
10221,23.78
10222,942.88
10223,1052.0
10224,61.67
10225,81.0
10226,23.94
10227,613.25
10228,390.0
10229,22.0
10230,102.4
10231,152.38
10232,74.07
10233,465.0
10234,375.0
10235,195.25
10236,61.78
10237,324.6
10238,238.33
10239,501.6
10240,41.62
10241,595.17
10242,285.6
10243,73.61
10244,69.44
10245,63.33
10246,90.0
10247,952.5
10248,501.6
10249,44.32
10250,27.73
10251,53.5
10252,39.2
10253,77.84
10254,375.47
10255,241.67
10256,23.0
10257,45.6
10258,53.33
10259,73.61
10260,30.63
10261,69.06
10262,36.12
10263,25.77
10264,36.81
10265,55.83
10266,47.47
10267,1309.0
10268,25.59
10269,83.5
10270,52.81
10271,938.3
10272,923.0
10273,90.0
10274,492.87
10275,40.03
10276,29.28
10277,362.78
10278,44.61
10279,119.68
10280,109.72
10281,266.67
10282,32.74
10283,596.11
10284,37.14
10285,389.76
10286,63.44
10287,38.4
10288,30.63
10289,24.69
10290,450.84
10291,34.0
10292,394.29
10293,702.9
10294,54.67
10295,74.45
10296,98.33
10297,24.0
10298,36.24
10299,63.89
10300,52.22
10301,66.25
10302,59.37
10303,88.33
10304,52.0
10305,757.9
10306,22.37
10307,30.24
10308,1010.0
10309,64.8
10310,202.0
10311,411.44
10312,46.33
10313,24.73
10314,75.38
10315,388.8
10316,267.75
10317,751.0
10318,61.9
10319,50.0
10320,74.21
10321,515.83
10322,27.72
10323,439.45
10324,486.75
10325,568.0
10326,37.64
10327,54.5
10328,617.83
10329,114.29
10330,481.52
10331,420.75
10332,738.1
10333,71.57
10334,570.0
10335,1001.44
10336,390.86
10337,73.61
10338,625.35
10339,394.08
10340,89.16
10341,40.88
10342,24.0
10343,69.33
10344,519.2
10345,36.33
10346,58.67
10347,274.2
10348,318.8
10349,42.59
10350,43.73
10351,540.0
10352,70.29
10353,407.49
10354,888.33
10355,33.6
10356,32.83
10357,31.8
10358,435.0
10359,330.0
10360,616.0
10361,525.6
10362,30.08
10363,45.47
10364,890.83
10365,384.0
10366,62.27
10367,500.28
10368,494.27
10369,73.44
10370,36.51
10371,65.28
10372,51.91
10373,38.33
10374,26.4
10375,493.53
10376,452.07
10377,390.57
10378,1210.0
10379,980.83
10380,48.6
10381,595.22
10382,58.8
10383,26.4
10384,63.29
10385,616.0
10386,450.0
10387,564.96
10388,24.69
10389,387.6
10390,53.13
10391,34.0
10392,1019.33
10393,214.17
10394,29.58
10395,240.0
10396,61.33
10397,414.8
10398,18.0
10399,57.67
10400,95.0
10401,65.28
10402,23.24
10403,26.93
10404,823.9
10405,137.15
10406,42.51
10407,868.33
10408,40.0
10409,23.24
10410,306.0
10411,127.16
10412,47.44
10413,345.78
10414,32.84
10415,409.53
10416,223.2
10417,57.78
10418,41.89
10419,77.72
10420,674.0
10421,304.17
10422,40.35
10423,464.52
10424,1073.42
10425,770.0
10426,48.42
10427,200.0
10428,20.0
10429,47.2
10430,383.35
10431,421.08
10432,134.5
10433,58.53
10434,273.6
10435,83.5
10436,43.41
10437,358.4
10438,335.72
10439,53.5
10440,31.68
10441,234.0
10442,106.67
10443,69.33
10444,38.33
10445,235.62
10446,266.11
10447,474.0
10448,48.6
10449,546.0
10450,33.39
10451,277.72
10452,540.48
10453,44.0
10454,27.09
10455,228.58
10456,61.78
10457,592.42
10458,46.44
10459,80.0
10460,48.0
10461,81.62
10462,44.07
10463,371.67
10464,61.9
10465,37.31
10466,1053.0
10467,40.21
10468,35.85
10469,81.42
10470,38.4
10471,244.8
10472,61.05
10473,54.56
10474,361.91
10475,601.08
10476,128.0
10477,49.3
10478,35.12
10479,226.8
10480,462.0
10481,32.67
10482,57.74
10483,698.0
10484,192.0
10485,47.09
10486,25.5
10487,471.6
10488,1294.7
10489,43.55
10490,520.08
10491,24.93
10492,75.38
10493,71.57
10494,52.7
10495,208.8
10496,32.74
10497,1166.0
10498,66.8
10499,39.67
10500,52.7
10501,21.79
10502,59.0
10503,59.3
10504,41.05
10505,351.0
10506,600.01
10507,286.0
10508,601.67
10509,483.0
10510,69.33
10511,27.0
10512,266.67
10513,94.83
10514,880.0
10515,58.98
10516,69.06
10517,76.89
10518,50.1
10519,48.97
10520,42.51
10521,55.76
10522,31.88
10523,71.67
10524,50.15
10525,830.0
10526,34.44
10527,178.07
10528,284.15
10529,65.31
10530,34.0
10531,253.33
10532,75.33
10533,56.84
10534,175.2
10535,627.8
10536,42.4
10537,36.46
10538,482.06
10539,61.67
10540,55.0
10541,25.07
10542,33.74
10543,288.0
10544,462.87
10545,43.33
10546,585.42
10547,31.8
10548,552.75
10549,50.0
10550,31.35
10551,34.71
10552,37.85
10553,39.75
10554,261.12
10555,45.6
10556,23.28
10557,22.37
10558,65.48
10559,60.0
10560,46.0
10561,506.88
10562,22.67
10563,20.4
10564,425.85
10565,14.4
10566,81.62
10567,100.0
10568,1197.9
10569,904.0
10570,72.11
10571,36.33
10572,316.93
10573,289.0
10574,70.0
10575,270.6
10576,445.72
10577,35.13
10578,31.68
10579,77.22
10580,161.29
10581,115.6
10582,72.11
10583,200.67
10584,49.32
10585,643.33
10586,49.98
10587,766.33
10588,507.33
10589,58.89
10590,79.73
10591,44.51
10592,35.56
10593,26.48
10594,67.82
10595,24.93
10596,47.54
10597,31.68
10598,77.84
10599,25.5
10600,190.48
10601,445.72
10602,600.67
10603,57.33
10604,728.59
10605,86.67
10606,998.33
10607,257.0
10608,31.68
10609,288.01
10610,40.35
10611,46.21
10612,37.6
10613,880.02
10614,498.08
10615,49.45
10616,51.05
10617,58.53
10618,48.33
10619,979.0
10620,1111.92
10621,48.36
10622,404.37
10623,378.4
10624,70.67
10625,34.65
10626,815.0
10627,168.3
10628,58.33
10629,25.77
10630,42.59
10631,66.8
10632,503.22
10633,88.33
10634,396.0
10635,414.48
10636,496.83
10637,64.8
10638,79.91
10639,78.42
10640,42.0
10641,22.53
10642,713.0
10643,75.33
10644,29.09
10645,425.92
10646,63.7
10647,33.33
10648,49.32
10649,31.43
10650,422.95
10651,22.0
10652,313.65
10653,55.11
10654,84.78
10655,39.19
10656,49.0
10657,565.73
10658,328.19
10659,141.53
10660,50.03
10661,54.67
10662,970.64
10663,62.5
10664,1029.0
10665,54.44
10666,58.53
10667,42.51
10668,81.0
10669,194.4
10670,75.33
10671,355.72
10672,46.7
10673,57.67
10674,70.84
10675,63.7
10676,19.55
10677,677.6
10678,43.65
10679,246.86
10680,71.05
10681,21.6
10682,342.0
10683,559.02
10684,186.67
10685,68.33
10686,626.4
10687,34.71
10688,54.72
10689,788.33
10690,41.26
10691,30.69
10692,43.9
10693,40.53
10694,41.67
10695,48.0
10696,43.2
10697,29.07
10698,129.0
10699,338.79
10700,721.0
10701,360.0
10702,495.0
10703,46.42
10704,35.11
10705,70.67
10706,60.55
10707,235.45
10708,465.0
10709,205.72
10710,45.79
10711,59.93
10712,814.92
10713,58.98
10714,58.8
10715,71.67
10716,30.0
10717,71.57
10718,34.67
10719,42.5
10720,38.15
10721,506.0
10722,37.5
10723,825.0
10724,1037.0
10725,100.0
10726,55.0
10727,26.22
10728,68.42
10729,69.06
10730,413.6
10731,34.0
10732,40.31
10733,425.0
10734,654.13
10735,253.33
10736,280.0
10737,260.1
10738,425.43
10739,555.0
10740,57.76
10741,32.67
10742,331.83
10743,27.83
10744,43.89
10745,942.88
10746,347.16
10747,144.0
10748,49.0
10749,194.4
10750,53.0
10751,56.23
10752,560.5
10753,23.66
10754,565.73
10755,622.16
10756,32.25
10757,48.0
10758,13.88
10759,26.24
10760,67.82
10761,29.09
10762,70.0
10763,611.6
10764,761.67
10765,59.3
10766,27.0
10767,160.0
10768,24.5
10769,60.56
10770,248.33
10771,91.67
10772,591.09
10773,468.0
10774,404.8
10775,94.22
10776,645.71
10777,328.8
10778,83.33
10779,31.67
10780,32.49
10781,29.72
10782,15.0
10783,47.2
10784,81.0
10785,80.0
10786,750.02
10787,65.31
10788,48.97
10789,47.4
10790,40.8
10791,76.32
10792,96.67
10793,32.21
10794,122.83
10795,31.43
10796,54.74
10797,201.15
10798,885.5
10799,70.84
10800,46.75
10801,700.33
10802,481.8
10803,40.89
10804,63.44
10805,28.17
10806,450.0
10807,77.37
10808,36.46
10809,133.34
10810,713.9
10811,42.24
10812,304.13
10813,61.56
10814,155.43
10815,37.56
10816,1122.0
10817,771.44
10818,22.53
10819,411.4
10820,36.63
10821,175.95
10822,290.19
10823,47.84
10824,810.33
10825,69.33
10826,43.55
10827,339.44
10828,33.6
10829,26.0
10830,59.37
10831,31.8
10832,261.89
10833,160.0
10834,71.33
10835,24.5
10836,31.16
10837,29.28
10838,61.07
10839,28.46
10840,37.43
10841,732.67
10842,492.67
10843,78.33
10844,926.75
10845,843.33
10846,23.94
10847,525.07
10848,90.0
10849,94.83
10850,292.74
10851,54.67
10852,43.7
10853,820.6
10854,165.0
10855,43.9
10856,37.54
10857,24.02
10858,93.33
10859,51.11
10860,243.2
10861,881.0
10862,44.0
10863,69.06
10864,501.53
10865,82.89
10866,267.43
10867,670.4
10868,387.2
10869,92.94
10870,41.0
10871,101.78
10872,37.64
10873,36.77
10874,697.4
10875,960.0
10876,365.0
10877,304.0
10878,231.0
10879,55.25
10880,46.42
10881,74.21
10882,72.18
10883,160.0
10884,73.87
10885,62.13
10886,40.83
10887,43.89
10888,31.88
10889,149.6
10890,279.0
10891,60.76
10892,498.0
10893,49.3
10894,37.5
10895,482.38
10896,723.33
10897,44.8
10898,52.22
10899,76.0
10900,74.21
10901,561.66
10902,32.78
10903,89.16
10904,463.2
10905,160.0
10906,349.72
10907,72.0
10908,61.9
10909,205.2
10910,111.47
10911,551.83
10912,392.7
10913,72.84
10914,21.33
10915,686.67
10916,440.16
10917,48.44
10918,32.8
10919,460.24
10920,656.4
10921,467.5
10922,74.21
10923,62.0
10924,756.36
10925,45.2
10926,43.31
10927,30.67
10928,27.38
10929,16.0
10930,247.62
10931,247.62
10932,71.67
10933,74.67
10934,788.33
10935,175.95
10936,99.89
10937,68.4
10938,43.89
10939,58.33
10940,324.0
10941,53.0
10942,44.51
10943,41.33
10944,47.69
10945,25.14
10946,780.0
10947,55.0
10948,52.0
10949,44.17
10950,54.26
10951,514.3
10952,516.12
10953,36.83
10954,975.7
10955,39.46
10956,286.67
10957,49.98
10958,32.74
10959,49.3
10960,353.94
10961,69.44
10962,46.33
10963,35.85
10964,635.2
10965,369.6
10966,65.28
10967,49.54
10968,25.59
10969,884.58
10970,39.29
10971,53.12
10972,93.33
10973,439.82
10974,280.0
10975,651.44
10976,225.0
10977,39.67
10978,39.17
10979,455.84
10980,136.8
10981,71.28
10982,69.44
10983,85.39
10984,79.11
10985,145.78
10986,47.2
10987,23.24
10988,45.57
10989,29.55
10990,342.86
10991,17.33
10992,43.24
10993,52.0
10994,35.42
10995,921.92
10996,31.4
10997,217.25
10998,630.67
10999,360.0
11000,801.17
11001,74.21
11002,355.0
11003,39.56
11004,246.4
11005,165.15
11006,37.3
11007,189.0
11008,78.33
11009,444.59
11010,29.46
11011,198.59
11012,253.44
11013,30.08
11014,36.57
11015,88.33
11016,473.0
11017,252.0
11018,55.83
11019,323.82
11020,56.66
11021,31.88
11022,29.21
11023,30.1
11024,94.83
11025,39.46
11026,67.82
11027,91.67
11028,225.33
11029,65.33
11030,59.93
11031,542.0
11032,892.8
11033,81.0
11034,30.1
11035,66.11
11036,82.89
11037,26.63
11038,30.67
11039,48.05
11040,45.57
11041,1138.0
11042,46.13
11043,257.58
11044,190.67
11045,65.33
11046,26.31
11047,33.5
11048,29.07
11049,1086.8
11050,468.44
11051,645.15
11052,46.22
11053,39.18
11054,53.48
11055,73.61
11056,48.36
11057,32.61
11058,134.4
11059,299.57
11060,66.67
11061,396.0
11062,69.33
11063,750.02
11064,45.16
11065,828.67
11066,74.45
11067,103.33
11068,42.27
11069,35.42
11070,54.26
11071,32.61
11072,34.67
11073,24.08
11074,150.03
11075,648.56
11076,536.52
11077,194.48
11078,96.0
11079,22.95
11080,413.74
11081,50.0
11082,558.6
11083,25.52
11084,694.17
11085,400.01
11086,45.92
11087,45.0
11088,98.33
11089,1272.7
11090,79.11
11091,482.4
11092,434.5
11093,58.33
11094,27.88
11095,65.48
11096,38.92
11097,35.7
11098,81.62
11099,396.0
11100,66.66
11101,539.0
11102,32.83
11103,60.56
11104,30.0
11105,691.17
11106,49.6
11107,74.67
11108,377.74
11109,616.0
11110,520.8
11111,66.85
11112,78.4
11113,684.2
11114,959.2
11115,38.74
11116,33.39
11117,63.33
11118,347.15
11119,100.0
11120,59.3
11121,592.5
11122,63.7
11123,85.0
11124,34.4
11125,986.33
11126,32.61
11127,38.33
11128,80.0
11129,42.51
11130,50.0
11131,194.29
11132,40.0
11133,792.87
11134,26.0
11135,707.67
11136,437.36
11137,52.68
11138,26.0
11139,34.11
11140,58.33
11141,52.68
11142,224.0
11143,40.31
11144,324.0
11145,35.39
11146,46.75
11147,267.75
11148,25.59
11149,14.67
11150,38.88
11151,30.0
11152,48.42
11153,471.6
11154,42.27
11155,658.0
11156,618.0
11157,521.84
11158,87.28
11159,34.09
11160,58.98
11161,705.83
11162,440.35
11163,137.15
11164,30.0
11165,267.43
11166,615.08
11167,65.28
11168,323.82
11169,41.6
11170,38.06
11171,560.0
11172,78.4
11173,469.56
11174,219.78
11175,34.35
11176,34.4
11177,800.8
11178,644.3
11179,867.53
11180,29.33
11181,516.0
11182,24.02
11183,26.31
11184,632.67
11185,684.42
11186,52.81
11187,380.96
11188,35.42
11189,51.93
11190,439.0
11191,1059.0
11192,190.48
11193,788.0
11194,201.6
11195,643.5
11196,125.4
11197,612.87
11198,258.4
11199,465.5
11200,56.67
11201,28.53
11202,15.2
11203,95.0
11204,793.83
11205,385.72
11206,834.4
11207,49.3
11208,224.0
11209,649.73
11210,628.58
11211,78.42
11212,240.24
11213,30.88
11214,517.8
11215,65.31
11216,38.03
11217,371.38
11218,374.17
11219,68.33
11220,554.0
11221,91.05
11222,75.86
11223,86.06
11224,46.13
11225,77.84
11226,595.68
11227,502.86
11228,721.42
11229,27.09
11230,778.33
11231,26.31
11232,56.9
11233,73.16
11234,46.13
11235,199.32
11236,41.6
11237,76.32
11238,41.04
11239,474.4
11240,31.0
11241,57.76
11242,26.0
11243,30.9
11244,398.31
11245,26.35
11246,499.68
11247,72.84
11248,30.69
11249,71.57
11250,360.01
11251,48.85
11252,398.58
11253,146.29
11254,859.83
11255,361.9
11256,24.93
11257,33.29
11258,420.75
11259,209.91
11260,360.0
11261,267.43
11262,26.04
11263,69.06
11264,57.41
11265,71.05
11266,26.24
11267,37.46
11268,51.11
11269,552.0
11270,76.32
11271,38.27
11272,85.0
11273,73.16
11274,362.61
11275,765.42
11276,46.67
11277,50.0
11278,55.0
11279,27.0
11280,81.42
11281,31.82
11282,26.67
11283,746.67
11284,36.32
11285,438.52
11286,39.0
11287,377.6
11288,47.54
11289,548.58
11290,738.59
11291,36.13
11292,71.33
11293,301.2
11294,80.0
11295,60.55
11296,170.67
11297,40.84
11298,586.56
11299,41.33
11300,39.0
11301,75.0
11302,571.08
11303,46.33
11304,919.42
11305,47.84
11306,411.44
11307,38.0
11308,53.12
11309,42.8
11310,89.16
11311,228.58
11312,79.48
11313,173.33
11314,967.12
11315,68.05
11316,35.85
11317,29.21
11318,60.0
11319,45.52
11320,35.58
11321,64.38
11322,37.31
11323,380.58
11324,33.07
11325,383.33
11326,34.67
11327,26.31
11328,53.68
11329,235.0
11330,149.6
11331,1021.45
11332,29.46
11333,180.0
11334,352.5
11335,66.25
11336,49.25
11337,68.4
11338,31.8
11339,454.74
11340,24.69
11341,41.67
11342,100.0
11343,191.25
11344,65.0
11345,350.68
11346,36.83
11347,63.44
11348,13.6
11349,103.33
11350,260.1
11351,56.67
11352,32.25
11353,31.33
11354,36.0
11355,247.62
11356,43.31
11357,33.6
11358,628.58
11359,53.33
11360,53.48
11361,651.44
11362,52.89
11363,38.36
11364,35.0
11365,58.98
11366,9.6
11367,235.95
11368,384.0
11369,374.0
11370,483.78
11371,38.22
11372,55.0
11373,33.29
11374,45.33
11375,96.11
11376,33.6
11377,50.03
11378,570.0
11379,707.16
11380,474.1
11381,207.0
11382,240.0
11383,25.33
11384,38.79
11385,237.6
11386,75.33
11387,39.63
11388,34.74
11389,318.86
11390,46.7
11391,44.0
11392,160.0
11393,363.26
11394,54.72
11395,55.76
11396,299.0
11397,71.67
11398,77.22
11399,329.15
11400,24.93
11401,33.33
11402,664.3
11403,73.87
11404,825.0
11405,81.42
11406,380.8
11407,98.0
11408,31.33
11409,43.73
11410,172.8
11411,54.26
11412,161.48
11413,32.83
11414,163.63
11415,78.42
11416,893.6
11417,450.01
11418,366.0
11419,56.67
11420,69.82
11421,128.64
11422,74.21
11423,906.67
11424,63.78
11425,93.28
11426,62.5
11427,360.36
11428,817.16
11429,38.63
11430,44.0
11431,496.1
11432,514.3
11433,696.0
11434,45.4
11435,34.61
11436,38.03
11437,859.76
11438,30.63
11439,39.44
11440,388.45
11441,289.6
11442,458.3
11443,32.8
11444,642.87
11445,600.01
11446,90.0
11447,160.0
11448,266.67
11449,18.67
11450,37.5
11451,174.86
11452,49.98
11453,847.0
11454,68.33
11455,368.72
11456,720.06
11457,1240.8
11458,38.33
11459,253.33
11460,50.17
11461,30.4
11462,69.33
11463,94.83
11464,35.42
11465,43.0
11466,283.05
11467,40.69
11468,73.33
11469,29.72
11470,477.32
11471,54.72
11472,74.21
11473,524.07
11474,297.6
11475,36.0
11476,705.47
11477,22.95
11478,252.0
11479,77.37
11480,198.72
11481,645.33
11482,467.5
11483,1207.0
11484,46.13
11485,62.27
11486,72.11
11487,22.1
11488,103.33
11489,44.97
11490,634.3
11491,64.38
11492,41.31
11493,45.4
11494,24.02
11495,47.54
11496,574.37
11497,42.5
11498,30.1
11499,502.87
11500,933.9
11501,70.83
11502,34.27
11503,424.6
11504,490.83
11505,518.1
11506,813.0
11507,16.8
11508,692.27
11509,35.62
11510,35.12
11511,36.77
11512,564.3
11513,55.83
11514,392.7
11515,63.44
11516,45.79
11517,50.0
11518,36.83
11519,59.93
11520,57.26
11521,52.68
11522,31.87
11523,64.8
11524,32.09
11525,24.76
11526,66.85
11527,387.2
11528,34.27
11529,68.05
11530,30.45
11531,42.4
11532,98.33
11533,52.22
11534,92.33
11535,39.75
11536,635.07
11537,63.29
11538,77.37
11539,74.21
11540,589.8
11541,38.03
11542,26.8
11543,228.58
11544,68.42
11545,45.2
11546,43.86
11547,98.0
11548,341.0
11549,28.53
11550,399.2
11551,74.45
11552,259.0
11553,385.6
11554,888.0
11555,221.28
11556,53.62
11557,49.7
11558,26.93
11559,36.0
11560,551.04
11561,430.32
11562,67.19
11563,63.44
11564,76.8
11565,390.0
11566,96.67
11567,24.76
11568,32.8
11569,55.0
11570,336.42
11571,93.33
11572,37.43
11573,37.07
11574,615.0
11575,238.92
11576,96.67
11577,732.6
11578,575.0
11579,553.15
11580,50.0
11581,33.31
11582,804.47
11583,943.33
11584,39.19
11585,23.73
11586,918.72
11587,73.44
11588,42.95
11589,58.98
11590,296.21
11591,745.36
11592,49.45
11593,589.25
11594,36.63
11595,55.83
11596,528.0
11597,48.36
11598,63.58
11599,46.4
11600,46.22
11601,46.7
11602,38.74
11603,53.48
11604,40.11
11605,432.0
11606,572.0
11607,206.0
11608,529.0
11609,230.0
11610,525.12
11611,62.39
11612,33.29
11613,34.09
11614,81.62
11615,39.67
11616,34.74
11617,46.21
11618,16.0
11619,76.19
11620,417.6
11621,79.73
11622,420.75
11623,620.4
11624,35.33
11625,94.83
11626,621.5
11627,43.9
11628,22.1
11629,34.89
11630,53.5
11631,289.38
11632,426.83
11633,33.73
11634,58.52
11635,46.42
11636,1033.0
11637,477.7
11638,38.38
11639,324.17
11640,45.0
11641,55.25
11642,92.33
11643,897.6
11644,42.5
11645,66.31
11646,56.0
11647,63.33
11648,36.16
11649,53.5
11650,51.05
11651,79.11
11652,45.6
11653,26.31
11654,17.6
11655,45.79
11656,75.86
11657,50.75
11658,53.68
11659,484.73
11660,26.04
11661,40.0
11662,47.18
11663,22.95
11664,17.0
11665,273.6
11666,50.17
11667,275.4
11668,41.89
11669,489.0
11670,304.92
11671,28.67
11672,927.0
11673,47.04
11674,32.8
11675,68.42
11676,532.95
11677,170.4
11678,24.5
11679,267.75
11680,451.61
11681,74.35
11682,26.0
11683,396.91
11684,34.67
11685,67.19
11686,287.83
11687,121.6
11688,1075.0
11689,1125.0
11690,34.89
11691,243.81
11692,71.67
11693,533.13
11694,332.64
11695,259.2
11696,751.67
11697,35.11
11698,38.22
11699,96.0
11700,31.03
11701,34.71
11702,569.58
11703,645.33
11704,413.6
11705,419.06
11706,957.6
11707,55.25
11708,486.75
11709,301.6
11710,57.14
11711,28.67
11712,40.35
11713,41.6
11714,58.8
11715,24.93
11716,46.44
11717,442.99
11718,491.92
11719,22.95
11720,34.74
11721,96.11
11722,523.6
11723,88.55
11724,420.0
11725,522.19
11726,44.0
11727,174.68
11728,52.89
11729,69.06
11730,1191.0
11731,39.46
11732,87.43
11733,70.0
11734,484.0
11735,35.22
11736,598.67
11737,81.62
11738,490.0
11739,46.42
11740,37.31
11741,382.42
11742,41.67
11743,32.58
11744,300.0
11745,444.59
11746,417.35
11747,25.5
11748,40.31
11749,160.0
11750,30.4
11751,48.85
11752,308.58
11753,43.24
11754,32.17
11755,75.26
11756,37.28
11757,66.85
11758,360.0
11759,893.75
11760,68.89
11761,35.85
11762,40.14
11763,588.13
11764,176.0
11765,191.25
11766,43.9
11767,36.55
11768,76.32
11769,24.5
11770,47.09
11771,58.03
11772,811.8
11773,702.24
11774,45.2
11775,83.33
11776,646.07
11777,50.94
11778,1024.1
11779,27.83
11780,338.25
11781,58.98
11782,54.74
11783,48.42
11784,31.4
11785,651.44
11786,54.67
11787,715.0
11788,34.89
11789,41.31
11790,533.42
11791,747.33
11792,149.6
11793,49.73
11794,446.0
11795,408.14
11796,1103.0
11797,63.58
11798,412.5
11799,60.55
11800,393.8
11801,44.53
11802,79.91
11803,625.6
11804,57.69
11805,37.85
11806,31.33
11807,92.33
11808,45.47
11809,691.33
11810,89.16
11811,53.5
11812,46.67
11813,32.55
11814,59.07
11815,71.57
11816,147.4
11817,121.6
11818,761.33
11819,27.24
11820,450.0
11821,33.33
11822,68.4
11823,63.44
11824,41.65
11825,30.67
11826,52.0
11827,832.7
11828,57.41
11829,57.78
11830,32.61
11831,77.22
11832,61.05
11833,68.4
11834,229.5
11835,35.55
11836,53.5
11837,67.19
11838,814.3
11839,325.0
11840,62.27
11841,76.19
11842,510.51
11843,87.28
11844,35.13
11845,62.39
11846,57.69
11847,612.87
11848,26.04
11849,99.89
11850,89.6
11851,72.11
11852,630.67
11853,592.42
11854,1038.58
11855,770.0
11856,58.53
11857,297.0
11858,288.0
11859,930.83
11860,48.97
11861,50.75
11862,644.6
11863,564.3
11864,514.3
11865,160.0
11866,856.17
11867,28.67
11868,38.36
11869,449.68
11870,267.08
11871,520.96
11872,200.0
11873,72.11
11874,57.69
11875,134.2
11876,30.0
11877,40.11
11878,62.13
11879,53.13
11880,46.21
11881,662.2
11882,71.57
11883,20.8
11884,36.55
11885,1123.0
11886,713.9
11887,480.0
11888,37.5
11889,525.0
11890,40.03
11891,38.63
11892,89.16
11893,30.1
11894,51.58
11895,32.84
11896,333.0
11897,492.36
11898,500.0
11899,152.38
11900,37.56
11901,114.29
11902,49.25
11903,880.02
11904,40.66
11905,25.52
11906,21.05
11907,566.28
11908,36.32
11909,514.3
11910,31.33
11911,52.81
11912,803.0
11913,859.06
11914,39.95
11915,338.79
11916,1056.88
11917,33.31
11918,182.16
11919,535.73
11920,277.0
11921,108.33
11922,910.8
11923,38.38
11924,298.08
11925,34.71
11926,664.3
11927,451.0
11928,34.0
11929,90.0
11930,26.07
11931,24.5
11932,69.33
11933,859.06
11934,34.67
11935,34.27
11936,68.13
11937,109.72
11938,154.0
11939,50.67
11940,45.2
11941,62.27
11942,867.0
11943,39.7
11944,329.59
11945,40.0
11946,60.27
11947,55.0
11948,903.83
11949,75.26
11950,15.73
11951,35.12
11952,24.53
11953,41.54
11954,37.3
11955,51.15
11956,208.56
11957,68.89
11958,409.8
11959,31.33
11960,46.7
11961,62.27
11962,458.0
11963,32.74
11964,48.45
11965,90.0
11966,146.67
11967,37.56
11968,346.4
11969,71.33
11970,48.44
11971,308.55
11972,284.15
11973,1145.0
11974,530.4
11975,824.17
11976,1174.8
11977,41.67
11978,616.0
